subject.t0,Reason
Q38042114,No sitelink found
Q38136208,No sitelink found
Q38142242,No sitelink found
Q38379685,No sitelink found
Q39638205,No sitelink found
Q39673386,No sitelink found
Q39710308,No sitelink found
Q39769337,No sitelink found
Q40037778,No sitelink found
Q40078800,No sitelink found
Q40098955,No sitelink found
Q40125892,No sitelink found
Q40126689,No sitelink found
Q40128419,No sitelink found
Q40546608,No sitelink found
Q40578665,No sitelink found
Q40989587,No sitelink found
Q40995697,No sitelink found
Q41092774,No sitelink found
Q41296043,No sitelink found
Q41471618,No sitelink found
Q41528279,No sitelink found
Q41699168,No sitelink found
Q41713510,No sitelink found
Q41779969,No sitelink found
Q41782382,No sitelink found
Q41799744,No sitelink found
Q41858181,No sitelink found
Q41890876,No sitelink found
Q41972135,No sitelink found
Q41991757,No sitelink found
Q41991785,No sitelink found
Q41991807,No sitelink found
Q42020008,No sitelink found
Q42020261,No sitelink found
Q42020454,No sitelink found
Q42020572,No sitelink found
Q42294035,No sitelink found
Q42294334,No sitelink found
Q42302461,No sitelink found
Q42304603,No sitelink found
Q42307092,No sitelink found
Q42308352,No sitelink found
Q42309389,No sitelink found
Q42310523,No sitelink found
Q42349707,No sitelink found
Q42399242,No sitelink found
Q42400960,No sitelink found
Q42427758,No sitelink found
Q42429629,No sitelink found
Q42429681,No sitelink found
Q42530980,No sitelink found
Q42562301,No sitelink found
Q42564161,No sitelink found
Q42879424,No sitelink found
Q42931725,No sitelink found
Q42932473,No sitelink found
Q42932859,No sitelink found
Q42933064,No sitelink found
Q42933252,No sitelink found
Q42934623,No sitelink found
Q42981702,No sitelink found
Q42998035,No sitelink found
Q43012387,No sitelink found
Q43060617,No sitelink found
Q43102643,No sitelink found
Q43129604,No sitelink found
Q43218454,No sitelink found
Q43239067,No sitelink found
Q43257248,No sitelink found
Q43266334,No sitelink found
Q43279207,No sitelink found
Q43279672,No sitelink found
Q43297815,No sitelink found
Q43301405,No sitelink found
Q43389612,No sitelink found
Q43389625,No sitelink found
Q43389659,No sitelink found
Q43399081,No sitelink found
Q43439823,No sitelink found
Q43439882,No sitelink found
Q43439914,No sitelink found
Q43462437,No sitelink found
Q43639239,No sitelink found
Q43868265,No sitelink found
Q43936776,No sitelink found
Q44899315,No sitelink found
Q44906668,No sitelink found
Q44920865,No abstract found
Q45016112,No sitelink found
Q45027275,No sitelink found
Q45027511,No sitelink found
Q45030968,No sitelink found
Q45155194,No sitelink found
Q45158818,No sitelink found
Q45158819,No sitelink found
Q45158885,No sitelink found
Q45158886,No sitelink found
Q45223787,No sitelink found
Q45732046,No sitelink found
Q46066679,No sitelink found
Q46114827,No sitelink found
Q46940995,No sitelink found
Q46967337,No sitelink found
Q46993051,No sitelink found
Q46996397,No sitelink found
Q47002648,No sitelink found
Q47006215,No sitelink found
Q47015162,No sitelink found
Q47086906,No sitelink found
Q47090333,No sitelink found
Q47104874,No sitelink found
Q47125695,No sitelink found
Q47142612,No sitelink found
Q47146991,No sitelink found
Q47148507,No sitelink found
Q47154027,No sitelink found
Q47154142,No sitelink found
Q47163005,No sitelink found
Q47166778,No sitelink found
Q47199028,No sitelink found
Q47231059,No sitelink found
Q47232099,No sitelink found
Q47235286,No sitelink found
Q47258026,No sitelink found
Q47258356,No sitelink found
Q47290764,No sitelink found
Q47339917,No sitelink found
Q47355627,No sitelink found
Q47359292,No sitelink found
Q47514023,No sitelink found
Q47516387,No sitelink found
Q47519197,No sitelink found
Q47520727,No sitelink found
Q47520796,No sitelink found
Q47520976,No sitelink found
Q47524409,No sitelink found
Q47540382,No sitelink found
Q47541505,No sitelink found
Q47541902,No sitelink found
Q47794872,No sitelink found
Q47877551,No sitelink found
Q47884503,No sitelink found
Q47922402,No sitelink found
Q47987279,No sitelink found
Q47992713,No sitelink found
Q48032190,No sitelink found
Q48128995,No sitelink found
Q48229096,No sitelink found
Q48303745,No sitelink found
Q48550638,No sitelink found
Q49639011,No sitelink found
Q50035118,No sitelink found
Q50398602,No sitelink found
Q50399268,No sitelink found
Q50526310,No sitelink found
Q50817180,No sitelink found
Q50818032,No sitelink found
Q50822290,No sitelink found
Q50841071,No sitelink found
Q50868474,No sitelink found
Q50868646,No sitelink found
Q51218437,No sitelink found
Q51321859,No sitelink found
Q51322520,No sitelink found
Q51360371,No sitelink found
Q51436675,No sitelink found
Q51481996,No sitelink found
Q51542415,No sitelink found
Q51544044,No sitelink found
Q51570739,No sitelink found
Q51570807,No sitelink found
Q51570902,No sitelink found
Q51572248,No sitelink found
Q51590628,No sitelink found
Q51639245,No sitelink found
Q51647328,No sitelink found
Q51671307,No sitelink found
Q51675537,No sitelink found
Q51681225,No sitelink found
Q51693874,No sitelink found
Q51711119,No sitelink found
Q51717111,No sitelink found
Q51761510,No sitelink found
Q51761827,No sitelink found
Q51798115,No sitelink found
Q51835922,No sitelink found
Q51842018,No sitelink found
Q51879152,No sitelink found
Q51881656,No sitelink found
Q51886020,No sitelink found
Q51931558,No sitelink found
Q51954794,No sitelink found
Q52147402,No sitelink found
Q52156335,No sitelink found
Q52161692,No sitelink found
Q52161763,No sitelink found
Q52231414,No sitelink found
Q52270954,No sitelink found
Q52321896,No sitelink found
Q52329343,No sitelink found
Q52335688,No sitelink found
Q52432526,No sitelink found
Q52509078,No sitelink found
Q52558126,No sitelink found
Q52606759,No sitelink found
Q52679434,No sitelink found
Q52792734,No sitelink found
Q52820989,No sitelink found
Q52941107,No sitelink found
Q53115529,No sitelink found
Q53253616,No sitelink found
Q53274986,No sitelink found
Q53315210,No sitelink found
Q53360260,No sitelink found
Q53465928,No sitelink found
Q54883154,No sitelink found
Q54956796,No sitelink found
Q54957757,No sitelink found
Q54957765,No sitelink found
Q54969891,No sitelink found
Q54982817,No sitelink found
Q55007363,No sitelink found
Q55064567,No sitelink found
Q55076206,No sitelink found
Q55093313,No sitelink found
Q55104610,No sitelink found
Q55187936,No sitelink found
Q55194332,No sitelink found
Q55206312,No sitelink found
Q55215351,No sitelink found
Q55235230,No sitelink found
Q55235306,No sitelink found
Q55240940,No sitelink found
Q55262730,No sitelink found
Q55312050,No sitelink found
Q55313367,No sitelink found
Q6006232,No sitelink found
Q21286586,No sitelink found
Q28061388,No sitelink found
Q5945440,No sitelink found
Q1047353,No sitelink found
Q600330,No sitelink found
Q11053801,No sitelink found
Q19358223,No sitelink found
Q22569913,No sitelink found
Q15899185,No sitelink found
Q5950489,No sitelink found
Q15693286,No sitelink found
Q29395273,No sitelink found
Q13152115,No sitelink found
Q1706146,No sitelink found
Q27893872,No sitelink found
Q12744251,No sitelink found
Q51436213,No sitelink found
Q2834333,No sitelink found
Q4056842,No sitelink found
Q4057300,No sitelink found
Q23019880,No sitelink found
Q42330810,No sitelink found
Q3081763,No sitelink found
Q3387995,No sitelink found
Q5945480,No sitelink found
Q20667185,No sitelink found
Q30135148,No sitelink found
Q3621444,No sitelink found
Q13053785,No sitelink found
Q18588261,No sitelink found
Q5396083,No sitelink found
Q11261677,No sitelink found
Q8201725,No sitelink found
Q27836015,No sitelink found
Q17364216,No sitelink found
Q519034,No abstract found
Q5753276,No sitelink found
Q15456521,No sitelink found
Q580113,No abstract found
Q10887979,No sitelink found
Q3081605,No sitelink found
Q3369123,No abstract found
Q3509934,No sitelink found
Q3494910,No abstract found
Q2591923,No sitelink found
Q2847051,No sitelink found
Q2916375,No abstract found
Q3090291,No sitelink found
Q3123590,No sitelink found
Q4705602,No abstract found
Q15737113,No sitelink found
Q15818035,No sitelink found
Q199861,No abstract found
Q27929479,No sitelink found
Q12651934,No sitelink found
Q51580148,No sitelink found
Q51582126,No sitelink found
Q51582938,No sitelink found
Q1110677,No abstract found
Q3165766,No sitelink found
Q4822624,No sitelink found
Q7469652,No sitelink found
Q11606000,No sitelink found
Q16499677,No sitelink found
Q1051011,No sitelink found
Q2251643,No sitelink found
Q2630368,No sitelink found
Q3643663,No sitelink found
Q3751834,No sitelink found
Q3761236,No sitelink found
Q3844025,No sitelink found
Q7476340,No sitelink found
Q7486626,No sitelink found
Q7486642,No sitelink found
Q7486999,No sitelink found
Q15285113,No sitelink found
Q15285118,No sitelink found
Q15285123,No sitelink found
Q15285132,No sitelink found
Q15285136,No sitelink found
Q15285144,No sitelink found
Q15285150,No sitelink found
Q15285152,No sitelink found
Q15285160,No sitelink found
Q15285164,No sitelink found
Q15285165,No sitelink found
Q15285171,No sitelink found
Q15285183,No sitelink found
Q15285187,No sitelink found
Q15285193,No sitelink found
Q15285216,No sitelink found
Q15285218,No sitelink found
Q15285221,No sitelink found
Q15285222,No sitelink found
Q15285224,No sitelink found
Q15285228,No sitelink found
Q15285281,No sitelink found
Q15285306,No sitelink found
Q20063465,No sitelink found
Q11928122,No sitelink found
Q15356322,No sitelink found
Q5444774,No abstract found
Q9029408,No sitelink found
Q1323416,No sitelink found
Q1333339,No sitelink found
Q1505828,No abstract found
Q3723490,No sitelink found
Q9305863,No sitelink found
Q10339774,No sitelink found
Q10428526,No sitelink found
Q13733631,No sitelink found
Q14709455,No sitelink found
Q15098570,No sitelink found
Q15122797,No sitelink found
Q15131842,No sitelink found
Q15139320,No sitelink found
Q15142945,No sitelink found
Q15146801,No sitelink found
Q15149303,No sitelink found
Q15409454,No sitelink found
Q15720581,No abstract found
Q15769697,No sitelink found
Q17631342,No sitelink found
Q18918375,No sitelink found
Q19354862,No sitelink found
Q19355016,No sitelink found
Q19364699,No sitelink found
Q19730618,No sitelink found
Q19766115,No sitelink found
Q22939002,No sitelink found
Q23810536,No sitelink found
Q22927533,No sitelink found
Q2848549,No sitelink found
Q26474,No sitelink found
Q27849,No sitelink found
Q29611,No abstract found
Q31557,No sitelink found
Q646357,No sitelink found
Q1079146,No sitelink found
Q1147299,No abstract found
Q1612810,No sitelink found
Q2011929,No sitelink found
Q2071719,No sitelink found
Q2328037,No abstract found
Q2568441,No sitelink found
Q2587180,No sitelink found
Q2669941,No sitelink found
Q2670761,No sitelink found
Q2851183,No sitelink found
Q2851362,No sitelink found
Q3086271,No sitelink found
Q3109316,No sitelink found
Q3165089,No sitelink found
Q3170235,No sitelink found
Q3172921,No sitelink found
Q3183968,No sitelink found
Q3231106,No sitelink found
Q3271446,No sitelink found
Q3314770,No sitelink found
Q3385530,No sitelink found
Q3426058,No sitelink found
Q3440420,No sitelink found
Q3639332,No sitelink found
Q3726090,No sitelink found
Q4056033,No sitelink found
Q4103721,No abstract found
Q4735167,No sitelink found
Q5689624,No sitelink found
Q5698202,No sitelink found
Q5761591,No sitelink found
Q5963988,No sitelink found
Q8289241,No sitelink found
Q8677982,No sitelink found
Q9267393,No sitelink found
Q9295392,No abstract found
Q9369192,No sitelink found
Q9486986,No sitelink found
Q10329365,No sitelink found
Q10816009,No sitelink found
Q11067271,No sitelink found
Q11350923,No sitelink found
Q11514039,No sitelink found
Q11683763,No sitelink found
Q11720486,No sitelink found
Q11898724,No sitelink found
Q12346392,No sitelink found
Q12404320,No sitelink found
Q12787308,No sitelink found
Q12803303,No sitelink found
Q13012236,No sitelink found
Q13360898,No sitelink found
Q13478640,No sitelink found
Q13668770,No sitelink found
Q14948794,No sitelink found
Q14952204,No sitelink found
Q15049654,No sitelink found
Q15076687,No sitelink found
Q15078245,No sitelink found
Q15099706,No sitelink found
Q15121200,No sitelink found
Q15121260,No sitelink found
Q15122245,No sitelink found
Q15132653,No abstract found
Q15132674,No sitelink found
Q15147478,No sitelink found
Q15297261,No sitelink found
Q15454518,No sitelink found
Q15531745,No sitelink found
Q15649631,No sitelink found
Q15660517,No sitelink found
Q15707837,No sitelink found
Q15708457,No sitelink found
Q15708573,No sitelink found
Q15708745,No sitelink found
Q15709664,No sitelink found
Q15709889,No sitelink found
Q15711029,No sitelink found
Q15711455,No sitelink found
Q15726599,No sitelink found
Q15730017,No sitelink found
Q15731343,No sitelink found
Q15771193,No sitelink found
Q15814064,No sitelink found
Q15846419,No sitelink found
Q15920394,No sitelink found
Q17374286,No sitelink found
Q17984016,No sitelink found
Q18050739,No sitelink found
Q18580670,No sitelink found
Q18640907,No sitelink found
Q18643637,No sitelink found
Q18660769,No sitelink found
Q18809434,No sitelink found
Q18823043,No sitelink found
Q19368789,No sitelink found
Q19595519,No sitelink found
Q19628813,No sitelink found
Q19672710,No sitelink found
Q19707996,No sitelink found
Q19727322,No sitelink found
Q19758798,No sitelink found
Q19760399,No sitelink found
Q19766286,No sitelink found
Q19782540,No sitelink found
Q19803807,No sitelink found
Q21293439,No sitelink found
Q21694722,No sitelink found
Q28064666,No sitelink found
Q40459352,No sitelink found
Q40565883,No sitelink found
Q19998256,No sitelink found
Q17364462,No sitelink found
Q863280,No abstract found
Q47152748,No sitelink found
Q5929615,No sitelink found
Q1395822,No abstract found
Q3901001,No sitelink found
Q5859340,No sitelink found
Q19192381,No sitelink found
Q22811199,No sitelink found
Q25584377,No sitelink found
Q26678566,No sitelink found
Q30093526,No sitelink found
Q31735095,No sitelink found
Q34539811,No sitelink found
Q36697018,No sitelink found
Q41672718,No sitelink found
Q42410368,No sitelink found
Q42501172,No sitelink found
Q42887125,No sitelink found
Q43379401,No sitelink found
Q45735936,No sitelink found
Q45742194,No sitelink found
Q45763911,No sitelink found
Q47004879,No sitelink found
Q47090893,No sitelink found
Q47146577,No sitelink found
Q47189681,No sitelink found
Q47368464,No sitelink found
Q47403091,No sitelink found
Q47515075,No sitelink found
Q47523980,No sitelink found
Q47530423,No sitelink found
Q47538415,No sitelink found
Q47648335,No sitelink found
Q49767777,No sitelink found
Q50418856,No sitelink found
Q50809260,No sitelink found
Q50820596,No sitelink found
Q2293982,No sitelink found
Q5442507,No abstract found
Q25631037,No sitelink found
Q25675294,No sitelink found
Q25907657,No sitelink found
Q28976088,No sitelink found
Q4948155,No sitelink found
Q21462532,No sitelink found
Q22569912,No sitelink found
Q51667603,No sitelink found
Q52452888,No sitelink found
Q6172754,No sitelink found
Q9290652,No sitelink found
Q104270,No sitelink found
Q2104972,No sitelink found
Q2548298,No abstract found
Q3762339,No sitelink found
Q5561415,No sitelink found
Q11294297,No sitelink found
Q11996983,No sitelink found
Q12507435,No sitelink found
Q13409434,No sitelink found
Q13515797,No sitelink found
Q14932468,No sitelink found
Q15077762,No sitelink found
Q15621546,No sitelink found
Q15735649,No sitelink found
Q16592751,No sitelink found
Q18911138,No sitelink found
Q18912224,No sitelink found
Q19018868,No sitelink found
Q19759031,No sitelink found
Q19801293,No sitelink found
Q22442746,No sitelink found
Q47550585,No sitelink found
Q47550605,No sitelink found
Q2823120,No sitelink found
Q2830907,No sitelink found
Q2861750,No sitelink found
Q2897424,No sitelink found
Q2897426,No sitelink found
Q3130487,No sitelink found
Q3158102,No sitelink found
Q3163814,No sitelink found
Q3185101,No sitelink found
Q3188391,No sitelink found
Q3270681,No sitelink found
Q3287730,No sitelink found
Q3300317,No sitelink found
Q3383014,No sitelink found
Q3383680,No sitelink found
Q3407751,No sitelink found
Q25492777,No sitelink found
Q34304304,No sitelink found
Q23019256,No sitelink found
Q23019259,No sitelink found
Q18670961,No sitelink found
Q5860037,No sitelink found
Q5859903,No sitelink found
Q14864448,No sitelink found
Q21456044,No sitelink found
Q43265898,No sitelink found
Q13590412,No abstract found
Q18070818,No sitelink found
Q80758,No abstract found
Q11685333,No sitelink found
Q2021454,No sitelink found
Q2251033,No sitelink found
Q12391256,No sitelink found
Q14609928,No sitelink found
Q3839764,No sitelink found
Q16589957,No sitelink found
Q23759770,No sitelink found
Q41709016,No sitelink found
Q2919645,No sitelink found
Q43662266,No sitelink found
Q27908151,No sitelink found
Q28002128,No sitelink found
Q28020827,No sitelink found
Q28026100,No sitelink found
Q625269,No sitelink found
Q3380597,No sitelink found
Q5954715,No sitelink found
Q6842939,No sitelink found
Q18003092,No sitelink found
Q18549926,No sitelink found
Q19590659,No sitelink found
Q19676778,No sitelink found
Q2398372,No abstract found
Q3086559,No sitelink found
Q3273665,No sitelink found
Q13406311,No sitelink found
Q13407251,No sitelink found
Q15170091,No sitelink found
Q2861632,No sitelink found
Q3183876,No sitelink found
Q42041929,No sitelink found
Q52043035,No sitelink found
Q55257436,No sitelink found
Q4333474,No sitelink found
Q22306589,No sitelink found
Q27646923,No sitelink found
Q12736620,No sitelink found
Q3208222,No sitelink found
Q12013099,No sitelink found
Q3086927,No sitelink found
Q19599190,No sitelink found
Q47531813,No sitelink found
Q3186480,No sitelink found
Q858668,No sitelink found
Q5750725,No sitelink found
Q5772069,No sitelink found
Q19000347,No sitelink found
Q41671330,No sitelink found
Q42425284,No sitelink found
Q42425319,No sitelink found
Q46932147,No sitelink found
Q47001463,No sitelink found
Q1759313,No sitelink found
Q6119981,No sitelink found
Q15070048,No sitelink found
Q22812710,No sitelink found
Q525965,No abstract found
Q2850819,No sitelink found
Q3302685,No sitelink found
Q4268390,No sitelink found
Q5539099,No sitelink found
Q13231477,No sitelink found
Q15967259,No sitelink found
Q18011866,No sitelink found
Q18156021,No sitelink found
Q18523992,No sitelink found
Q18559985,No sitelink found
Q18608446,No sitelink found
Q18636919,No sitelink found
Q18638501,No sitelink found
Q18638654,No sitelink found
Q18640157,No sitelink found
Q18844194,No sitelink found
Q18921064,No sitelink found
Q18938967,No sitelink found
Q19005404,No sitelink found
Q22443744,No sitelink found
Q53319520,No sitelink found
Q4196127,No sitelink found
Q18579069,No sitelink found
Q18579070,No sitelink found
Q18579071,No sitelink found
Q18579072,No sitelink found
Q18579073,No sitelink found
Q18579074,No sitelink found
Q18579077,No sitelink found
Q18579078,No sitelink found
Q18579079,No sitelink found
Q5664498,No sitelink found
Q6147532,No sitelink found
Q17633066,No sitelink found
Q19301373,No sitelink found
Q2848253,No sitelink found
Q38154847,No sitelink found
Q16378708,No sitelink found
Q21212074,No sitelink found
Q16403340,No sitelink found
Q3360102,No sitelink found
Q20900226,No sitelink found
Q52177705,No sitelink found
Q25432306,No sitelink found
Q8340823,No sitelink found
Q25918204,No sitelink found
Q13050716,No sitelink found
Q21451928,No sitelink found
Q23888883,No sitelink found
Q23888885,No sitelink found
Q23888889,No sitelink found
Q23888893,No sitelink found
Q23888896,No sitelink found
Q1183855,No sitelink found
Q27895970,No sitelink found
Q16399892,No sitelink found
Q3739504,No abstract found
Q27923967,No sitelink found
Q51296839,No sitelink found
Q5953568,No sitelink found
Q27927379,No sitelink found
Q3714014,No sitelink found
Q6836336,No sitelink found
Q9324660,No sitelink found
Q11936346,No sitelink found
Q13847196,No sitelink found
Q14244500,No sitelink found
Q14468311,No sitelink found
Q14623675,No sitelink found
Q14905518,No sitelink found
Q47345293,No sitelink found
Q15286834,No sitelink found
Q5947173,No sitelink found
Q11653444,No sitelink found
Q27765360,No sitelink found
Q29985439,No sitelink found
Q24279016,No sitelink found
Q24279017,No sitelink found
Q24279018,No sitelink found
Q5834025,No sitelink found
Q5897851,No sitelink found
Q6161976,No sitelink found
Q38236751,No sitelink found
Q21349499,No sitelink found
Q20898844,No sitelink found
Q9088491,No sitelink found
Q50717756,No sitelink found
Q18918488,No sitelink found
Q11078054,No sitelink found
Q1946887,No sitelink found
Q1603196,No sitelink found
Q28016184,No sitelink found
Q5800310,No sitelink found
Q20895867,No sitelink found
Q21446601,No sitelink found
Q28017454,No sitelink found
Q28017464,No sitelink found
Q23705297,No sitelink found
Q11287391,No sitelink found
Q11305518,No sitelink found
Q11331370,No sitelink found
Q11340047,No sitelink found
Q11343266,No sitelink found
Q11347101,No sitelink found
Q11356415,No sitelink found
Q11371648,No sitelink found
Q11385741,No sitelink found
Q11451111,No sitelink found
Q11470819,No sitelink found
Q11482158,No sitelink found
Q11483044,No sitelink found
Q11491131,No sitelink found
Q11546461,No sitelink found
Q28019559,No sitelink found
Q5753131,No sitelink found
Q5920673,No sitelink found
Q29841553,No sitelink found
Q27093628,No sitelink found
Q27093630,No sitelink found
Q27093633,No sitelink found
Q27093636,No sitelink found
Q27093638,No sitelink found
Q47088202,No sitelink found
Q47088203,No sitelink found
Q47088209,No sitelink found
Q47088251,No sitelink found
Q47088254,No sitelink found
Q3437720,No sitelink found
Q5937666,No sitelink found
Q5973295,No sitelink found
Q18180430,No sitelink found
Q15135737,No sitelink found
Q27508673,No sitelink found
Q25211793,No sitelink found
Q3308283,No sitelink found
Q5489654,No sitelink found
Q5396363,No sitelink found
Q5925004,No sitelink found
Q11483331,No sitelink found
Q27517509,No sitelink found
Q11489628,No sitelink found
Q22003226,No sitelink found
Q19868654,No sitelink found
Q6581072,No abstract found
Q6581097,No abstract found
Q5990338,No sitelink found
Q11355829,No sitelink found
Q11605966,No sitelink found
Q11605984,No sitelink found
Q11623000,No sitelink found
Q3100746,No sitelink found
Q21288771,No sitelink found
Q24839222,No sitelink found
Q19844617,No abstract found
Q25439522,No sitelink found
Q26327581,No sitelink found
Q35985334,No sitelink found
Q21683213,No sitelink found
Q23896810,No sitelink found
Q3299547,No sitelink found
Q1918359,No sitelink found
Q1918396,No sitelink found
Q5791296,No sitelink found
Q1918665,No sitelink found
Q23901155,No sitelink found
Q13406268,No sitelink found
Q14015455,No sitelink found
Q18576576,No sitelink found
Q14028141,No sitelink found
Q10454903,No abstract found
Q10822024,No sitelink found
Q10997659,No sitelink found
Q11008888,No abstract found
Q11449370,No abstract found
Q11450832,No sitelink found
Q11903424,No abstract found
Q12015580,No abstract found
Q12176747,No abstract found
Q13219644,No abstract found
Q13375023,No abstract found
Q14318679,No abstract found
Q14565140,No abstract found
Q14833731,No abstract found
Q14882519,No sitelink found
Q15293365,No abstract found
Q15551581,No abstract found
Q15628597,No sitelink found
Q15631714,No sitelink found
Q15633297,No abstract found
Q15731398,No abstract found
Q15930683,No sitelink found
Q23906819,No sitelink found
Q1710639,No sitelink found
Q6439763,No abstract found
Q6544451,No abstract found
Q7926693,No sitelink found
Q15709766,No sitelink found
Q19758592,No sitelink found
Q19976239,No sitelink found
Q5959626,No sitelink found
Q3617921,No sitelink found
Q3093763,No sitelink found
Q3099055,No sitelink found
Q12346224,No sitelink found
Q12349978,No sitelink found
Q12805963,No sitelink found
Q15354326,No sitelink found
Q15362014,No sitelink found
Q1918582,No sitelink found
Q2461160,No sitelink found
Q11792108,No sitelink found
Q15340605,No sitelink found
Q15356523,No sitelink found
Q15356624,No sitelink found
Q15402332,No sitelink found
Q15403296,No sitelink found
Q15471919,No sitelink found
Q15622541,No sitelink found
Q11613246,No sitelink found
Q11970104,No sitelink found
Q12347671,No sitelink found
Q12348789,No sitelink found
Q12352530,No sitelink found
Q12353710,No sitelink found
Q12353759,No sitelink found
Q12356041,No sitelink found
Q8843173,No sitelink found
Q19722063,No sitelink found
Q24550981,No sitelink found
Q17631668,No sitelink found
Q46999427,No sitelink found
Q18811325,No sitelink found
Q30101900,No sitelink found
Q28816050,No sitelink found
Q4250379,No sitelink found
Q2538101,No sitelink found
Q21665839,No sitelink found
Q18989,No abstract found
Q5703868,No sitelink found
Q17161228,No sitelink found
Q29168111,No sitelink found
Q1201468,No sitelink found
Q5662851,No sitelink found
Q25842181,No sitelink found
Q26883439,No sitelink found
Q27927080,No sitelink found
Q25894812,No sitelink found
Q18421131,No sitelink found
Q21567914,No sitelink found
Q17120191,No sitelink found
Q19631483,No abstract found
Q25966210,No sitelink found
Q30107447,No sitelink found
Q15626992,No sitelink found
Q19629538,No sitelink found
Q21693556,No sitelink found
Q23001111,No sitelink found
Q8259865,No sitelink found
Q28180252,No sitelink found
Q5927362,No sitelink found
Q29562899,No sitelink found
Q26882920,No sitelink found
Q33203712,No sitelink found
Q20947093,No abstract found
Q1550997,No sitelink found
Q51955150,No sitelink found
Q51955151,No sitelink found
Q857958,No sitelink found
Q18672161,No sitelink found
Q5657458,No sitelink found
Q3106797,No sitelink found
Q18603696,No sitelink found
Q29860177,No sitelink found
Q113581,No abstract found
Q15720239,No sitelink found
Q20102250,No sitelink found
Q46998731,No sitelink found
Q24192563,No sitelink found
Q22132475,No sitelink found
Q17319206,No sitelink found
Q11346799,No sitelink found
Q4042164,No sitelink found
Q42055927,No sitelink found
Q10891616,No sitelink found
Q43388039,No sitelink found
Q27892371,No sitelink found
Q41073601,No sitelink found
Q15626781,No sitelink found
Q15626785,No sitelink found
Q15626803,No sitelink found
Q15626810,No sitelink found
Q15626815,No sitelink found
Q15626818,No sitelink found
Q27767472,No sitelink found
Q22328751,No sitelink found
Q15269597,No sitelink found
Q20683370,No sitelink found
Q26250762,No sitelink found
Q18507747,No sitelink found
Q28861811,No sitelink found
Q15944980,No sitelink found
Q22338001,No sitelink found
Q18516732,No sitelink found
Q1201710,No sitelink found
Q27701033,No sitelink found
Q16585114,No sitelink found
Q19967347,No sitelink found
Q18411598,No sitelink found
Q15696506,No sitelink found
Q5939689,No sitelink found
Q18910785,No sitelink found
Q18911419,No sitelink found
Q18912233,No sitelink found
Q18071292,No sitelink found
Q3293468,No sitelink found
Q6442895,No sitelink found
Q4200831,No sitelink found
Q24084293,No sitelink found
Q18093868,No sitelink found
Q18002970,No abstract found
Q22905726,No sitelink found
Q22237095,No sitelink found
Q3303315,No sitelink found
Q16932651,No sitelink found
Q3959306,No sitelink found
Q16944011,No sitelink found
Q16944013,No sitelink found
Q16944014,No sitelink found
Q744540,No sitelink found
Q3751740,No sitelink found
Q3165615,No sitelink found
Q12356826,No sitelink found
Q12877936,No sitelink found
Q12881058,No sitelink found
Q12882693,No sitelink found
Q12885857,No sitelink found
Q19926377,No sitelink found
Q21338342,No sitelink found
Q21391208,No sitelink found
Q21391579,No sitelink found
Q21452862,No sitelink found
Q21452930,No sitelink found
Q21454727,No sitelink found
Q21459158,No sitelink found
Q21460676,No sitelink found
Q21468304,No sitelink found
Q21476552,No sitelink found
Q22341203,No sitelink found
Q26849413,No sitelink found
Q26849502,No sitelink found
Q27768126,No sitelink found
Q27768263,No sitelink found
Q27989956,No sitelink found
Q51949779,No sitelink found
Q794192,No sitelink found
Q28869726,No sitelink found
Q23888849,No sitelink found
Q83816,No abstract found
Q1034314,No sitelink found
Q1101267,No sitelink found
Q5565518,No sitelink found
Q5735218,No sitelink found
Q9014133,No sitelink found
Q9303271,No sitelink found
Q9353996,No sitelink found
Q10395980,No sitelink found
Q11275950,No sitelink found
Q11708451,No sitelink found
Q11733148,No sitelink found
Q11772304,No sitelink found
Q11904889,No sitelink found
Q12471745,No sitelink found
Q12875597,No sitelink found
Q12880688,No sitelink found
Q12881491,No sitelink found
Q12884579,No sitelink found
Q12886253,No sitelink found
Q12949569,No sitelink found
Q12991587,No sitelink found
Q12992012,No sitelink found
Q12998520,No sitelink found
Q14835239,No sitelink found
Q14917990,No sitelink found
Q15127883,No sitelink found
Q15632343,No sitelink found
Q15693981,No sitelink found
Q15697494,No sitelink found
Q15732398,No sitelink found
Q15732502,No sitelink found
Q15883105,No sitelink found
Q16174021,No sitelink found
Q16536531,No sitelink found
Q16907256,No sitelink found
Q17199287,No sitelink found
Q17447204,No sitelink found
Q18089231,No sitelink found
Q18341463,No sitelink found
Q18608751,No sitelink found
Q18609643,No sitelink found
Q18968363,No sitelink found
Q19309130,No abstract found
Q19464474,No sitelink found
Q19588633,No sitelink found
Q19768288,No sitelink found
Q19769227,No sitelink found
Q19825984,No sitelink found
Q19826018,No sitelink found
Q19850863,No sitelink found
Q19941586,No sitelink found
Q19976305,No sitelink found
Q20054835,No sitelink found
Q20100594,No sitelink found
Q20102221,No sitelink found
Q20562503,No sitelink found
Q20611177,No sitelink found
Q20727356,No sitelink found
Q20794930,No sitelink found
Q21584278,No sitelink found
Q22091674,No sitelink found
Q22235576,No sitelink found
Q22298418,No sitelink found
Q22582482,No sitelink found
Q22583004,No sitelink found
Q22910701,No sitelink found
Q22963973,No sitelink found
Q22965149,No sitelink found
Q22975159,No sitelink found
Q23002036,No sitelink found
Q23009912,No sitelink found
Q23014623,No sitelink found
Q23722345,No sitelink found
